State,County,Geographic Area Name,Population 16 years and over,Population 16 years and over: Labor Force Participation Rate,Population 16 years and over: Employment/Population Ratio,Population 16 years and over: Unemployment rate
55,089,"Ozaukee County, Wisconsin",74853,66.9,65.2,2.6
55,091,"Pepin County, Wisconsin",5953,62.2,60.8,2.2
55,093,"Pierce County, Wisconsin",34614,68.3,66.3,2.9
55,095,"Polk County, Wisconsin",37216,62.5,59.9,4.2
55,097,"Portage County, Wisconsin",58513,66.6,64.4,3.3
55,099,"Price County, Wisconsin",11870,53.4,52.0,2.7
55,101,"Racine County, Wisconsin",157477,64.0,61.1,4.4
55,103,"Richland County, Wisconsin",14078,58.6,57.1,2.6
55,105,"Rock County, Wisconsin",131307,65.4,62.8,3.9
55,107,"Rusk County, Wisconsin",11613,57.6,54.9,4.7
55,109,"St. Croix County, Wisconsin",73794,70.8,69.2,2.2
55,111,"Sauk County, Wisconsin",52620,67.0,65.0,2.8
55,113,"Sawyer County, Wisconsin",15187,55.0,51.5,6.5
55,115,"Shawano County, Wisconsin",33390,61.3,59.5,2.9
55,117,"Sheboygan County, Wisconsin",95238,66.0,64.1,2.8
55,119,"Taylor County, Wisconsin",15917,64.3,62.2,3.2
55,121,"Trempealeau County, Wisconsin",23819,66.9,65.2,2.6
55,123,"Vernon County, Wisconsin",23751,59.8,58.3,2.5
55,125,"Vilas County, Wisconsin",19823,53.8,51.4,4.6
55,127,"Walworth County, Wisconsin",86887,66.1,64.0,3.1
55,129,"Washburn County, Wisconsin",13994,54.0,51.8,4.1
55,131,"Washington County, Wisconsin",111518,69.0,66.9,3.1
55,133,"Waukesha County, Wisconsin",332552,67.4,65.5,2.6
55,135,"Waupaca County, Wisconsin",42687,63.0,61.3,2.7
55,137,"Waushara County, Wisconsin",20773,54.4,52.1,4.1
55,139,"Winnebago County, Wisconsin",140524,66.2,64.5,2.4
55,141,"Wood County, Wisconsin",59915,62.5,59.8,4.2
56,001,"Albany County, Wyoming",32312,68.4,65.3,4.4
56,003,"Big Horn County, Wyoming",9141,58.1,54.3,6.0
56,005,"Campbell County, Wyoming",35606,70.9,68.2,3.0
56,007,"Carbon County, Wyoming",11651,59.9,56.8,4.8
56,009,"Converse County, Wyoming",10782,66.7,63.7,4.3
56,011,"Crook County, Wyoming",5558,62.8,62.2,1.0
56,013,"Fremont County, Wyoming",30754,61.2,56.2,8.2
56,015,"Goshen County, Wyoming",10477,57.0,55.1,2.6
56,017,"Hot Springs County, Wyoming",3738,56.8,56.0,1.4
56,019,"Johnson County, Wyoming",7108,57.6,56.3,2.3
56,021,"Laramie County, Wyoming",79901,66.9,61.1,3.5
56,023,"Lincoln County, Wyoming",15251,66.5,64.7,2.6
56,025,"Natrona County, Wyoming",62646,67.5,64.9,3.5
56,027,"Niobrara County, Wyoming",2086,55.9,52.9,5.3
56,029,"Park County, Wyoming",24467,61.2,59.6,2.7
56,031,"Platte County, Wyoming",7191,53.6,50.9,4.0
56,033,"Sheridan County, Wyoming",25191,63.8,61.8,3.0
56,035,"Sublette County, Wyoming",7024,66.5,63.9,3.9
56,037,"Sweetwater County, Wyoming",32578,68.3,64.3,5.7
56,039,"Teton County, Wyoming",19688,78.6,77.0,2.1
56,041,"Uinta County, Wyoming",15484,64.0,61.8,3.4
56,043,"Washakie County, Wyoming",6298,64.0,62.9,1.8
56,045,"Weston County, Wyoming",5705,55.4,53.2,3.6
72,001,"Adjuntas Municipio, Puerto Rico",15111,41.3,32.3,21.9
72,003,"Aguada Municipio, Puerto Rico",32757,37.6,34.8,7.6
72,005,"Aguadilla Municipio, Puerto Rico",46544,38.6,32.5,15.5
72,007,"Aguas Buenas Municipio, Puerto Rico",20594,43.3,41.0,5.2
72,009,"Aibonito Municipio, Puerto Rico",21052,39.8,37.3,6.4
72,011,"Añasco Municipio, Puerto Rico",22066,42.6,39.1,8.4
72,013,"Arecibo Municipio, Puerto Rico",74727,41.8,34.4,17.6
72,015,"Arroyo Municipio, Puerto Rico",13178,33.1,29.4,11.2
72,017,"Barceloneta Municipio, Puerto Rico",19057,43.1,36.3,15.8
72,019,"Barranquitas Municipio, Puerto Rico",23743,43.7,36.9,15.5
72,021,"Bayamón Municipio, Puerto Rico",158308,47.0,42.3,9.9
72,023,"Cabo Rojo Municipio, Puerto Rico",40609,44.5,37.9,14.6
72,025,"Caguas Municipio, Puerto Rico",108335,48.7,43.9,9.6
72,027,"Camuy Municipio, Puerto Rico",28032,41.1,38.8,5.4
72,029,"Canóvanas Municipio, Puerto Rico",35229,53.0,43.4,17.7
72,031,"Carolina Municipio, Puerto Rico",132256,52.5,45.3,13.3
72,033,"Cataño Municipio, Puerto Rico",19443,43.6,37.3,13.7
72,035,"Cayey Municipio, Puerto Rico",35716,41.7,38.7,6.7
72,037,"Ceiba Municipio, Puerto Rico",9598,43.1,38.3,11.2
72,039,"Ciales Municipio, Puerto Rico",14238,35.4,29.2,17.7
72,041,"Cidra Municipio, Puerto Rico",33585,41.1,38.3,6.3
72,043,"Coamo Municipio, Puerto Rico",29180,40.6,37.4,7.4
72,045,"Comerío Municipio, Puerto Rico",15755,40.7,35.5,12.7
72,047,"Corozal Municipio, Puerto Rico",28732,42.2,35.7,15.2
72,049,"Culebra Municipio, Puerto Rico",1013,58.5,56.7,3.2
72,051,"Dorado Municipio, Puerto Rico",30064,48.2,41.0,14.2
72,053,"Fajardo Municipio, Puerto Rico",26920,50.9,39.3,22.6
72,054,"Florida Municipio, Puerto Rico",9811,46.7,36.1,22.7
72,055,"Guánica Municipio, Puerto Rico",11384,38.2,26.2,31.3
72,057,"Guayama Municipio, Puerto Rico",30670,32.9,30.6,6.8
72,059,"Guayanilla Municipio, Puerto Rico",14729,38.0,30.2,20.6
72,061,"Guaynabo Municipio, Puerto Rico",78257,52.1,47.5,8.2
72,063,"Gurabo Municipio, Puerto Rico",34166,57.7,48.8,14.7
72,065,"Hatillo Municipio, Puerto Rico",32903,43.2,40.6,6.0
72,067,"Hormigueros Municipio, Puerto Rico",13658,44.1,36.6,16.5
72,069,"Humacao Municipio, Puerto Rico",43357,38.6,35.8,7.3
72,071,"Isabela Municipio, Puerto Rico",36801,36.2,33.6,7.0
72,073,"Jayuya Municipio, Puerto Rico",12055,36.8,29.5,19.8
72,075,"Juana Díaz Municipio, Puerto Rico",38785,44.6,36.1,18.5
72,077,"Juncos Municipio, Puerto Rico",30729,49.3,42.0,14.6
72,079,"Lajas Municipio, Puerto Rico",19987,42.0,33.7,19.8
72,081,"Lares Municipio, Puerto Rico",23907,39.2,34.9,11.0
72,083,"Las Marías Municipio, Puerto Rico",7401,33.3,30.6,8.1
72,085,"Las Piedras Municipio, Puerto Rico",29723,40.8,36.3,10.9
72,087,"Loíza Municipio, Puerto Rico",19855,47.7,37.3,21.7
72,089,"Luquillo Municipio, Puerto Rico",15235,47.8,37.1,22.4
72,091,"Manatí Municipio, Puerto Rico",33257,40.6,33.5,17.4
72,093,"Maricao Municipio, Puerto Rico",4548,30.4,29.8,2.0
72,095,"Maunabo Municipio, Puerto Rico",9077,34.5,26.3,23.7
72,097,"Mayagüez Municipio, Puerto Rico",62901,40.3,30.6,23.9
72,099,"Moca Municipio, Puerto Rico",31613,45.3,35.7,21.3
72,101,"Morovis Municipio, Puerto Rico",23964,44.7,37.6,15.9
72,103,"Naguabo Municipio, Puerto Rico",19349,39.3,35.0,10.0
72,105,"Naranjito Municipio, Puerto Rico",24624,39.9,32.8,17.5
72,107,"Orocovis Municipio, Puerto Rico",17863,37.3,29.9,19.6
72,109,"Patillas Municipio, Puerto Rico",13657,36.5,31.6,13.0
72,111,"Peñuelas Municipio, Puerto Rico",16752,38.8,34.1,12.1
72,113,"Ponce Municipio, Puerto Rico",115013,37.7,32.8,12.7
72,115,"Quebradillas Municipio, Puerto Rico",19914,39.6,37.4,5.7
72,117,"Rincón Municipio, Puerto Rico",13162,42.2,39.6,6.2
72,119,"Río Grande Municipio, Puerto Rico",40194,52.3,43.1,17.6
72,121,"Sabana Grande Municipio, Puerto Rico",19204,37.7,33.3,11.5
72,123,"Salinas Municipio, Puerto Rico",21694,38.5,36.2,6.0
72,125,"San Germán Municipio, Puerto Rico",26961,30.9,28.9,6.5
72,127,"San Juan Municipio, Puerto Rico",292548,52.3,44.0,15.7
72,129,"San Lorenzo Municipio, Puerto Rico",32207,39.8,36.4,8.3
72,131,"San Sebastián Municipio, Puerto Rico",33416,38.4,32.6,14.9
72,133,"Santa Isabel Municipio, Puerto Rico",17025,47.1,42.8,8.6
72,135,"Toa Alta Municipio, Puerto Rico",56530,51.3,46.7,8.6
72,137,"Toa Baja Municipio, Puerto Rico",63785,52.3,46.1,11.3
72,139,"Trujillo Alto Municipio, Puerto Rico",57686,53.0,49.4,6.5
72,141,"Utuado Municipio, Puerto Rico",23956,39.9,27.7,30.5
72,143,"Vega Alta Municipio, Puerto Rico",29659,48.7,38.1,21.6
72,145,"Vega Baja Municipio, Puerto Rico",45969,44.1,36.9,16.3
72,147,"Vieques Municipio, Puerto Rico",6912,34.6,30.0,13.1
72,149,"Villalba Municipio, Puerto Rico",18226,42.8,36.8,13.9
72,151,"Yabucoa Municipio, Puerto Rico",25933,37.8,33.5,11.1
72,153,"Yauco Municipio, Puerto Rico",29055,39.3,34.0,13.5
